database_family	revised_family	database_name	revised_name	database	tax_ref	year_ref	canine	evidence_canine	reference_canine	obs_canine	diet	reference diet	horn	reference_horn	obs1	obs2	category	is_ruminant
Cervidae	Cervidae	Euprox_grangeri	Euprox_grangeri	now	Tao; D.; Sukuan; H.; & Hongjiang; W. (2007). The Tunggurian stage of the continental Miocene in China. Acta Geologica Sinica (English edition); 81(5); 709-721.	2007	1	indirect	Gentry, A. W. (1994). The Miocene differentiation of old world Pecora (Mammalia). Historical Biology, 7(2), 115-158.								valid_species	yes
Cervidae	Cervidae	Euprox_margaritae	Euprox_margaritae	now	Hou; S. (2015). A new species of Euprox (Cervidae; Artiodactyla) from the upper Miocene of the Linxia Basin; Gansu Province; China; with interpretation of its paleoenvironment. Zootaxa; 3911(1); 43-62.	2015	1	indirect	Gentry, A. W. (1994). The Miocene differentiation of old world Pecora (Mammalia). Historical Biology, 7(2), 115-158.								valid_species	yes
Cervidae	Cervidae	Euprox_minimus	Euprox_minimus	now	Hou; S. (2015). A new species of Euprox (Cervidae; Artiodactyla) from the upper Miocene of the Linxia Basin; Gansu Province; China; with interpretation of its paleoenvironment. Zootaxa; 3911(1); 43-62.	2015	1	indirect	Gentry, A. W. (1994). The Miocene differentiation of old world Pecora (Mammalia). Historical Biology, 7(2), 115-158.								valid_species	yes
Cervidae	Cervidae	Euprox_robustus	Euprox_robustus	now	Hou; S. (2015). A new species of Euprox (Cervidae; Artiodactyla) from the upper Miocene of the Linxia Basin; Gansu Province; China; with interpretation of its paleoenvironment. Zootaxa; 3911(1); 43-62.	2015	1	indirect	Gentry, A. W. (1994). The Miocene differentiation of old world Pecora (Mammalia). Historical Biology, 7(2), 115-158.								valid_species	yes
Cervidae	Cervidae	Euprox_robustus	Euprox_robustus	pbdb	Hou; S. (2015). A new species of Euprox (Cervidae; Artiodactyla) from the upper Miocene of the Linxia Basin; Gansu Province; China; with interpretation of its paleoenvironment. Zootaxa; 3911(1); 43-62.	2015	1	indirect	Gentry, A. W. (1994). The Miocene differentiation of old world Pecora (Mammalia). Historical Biology, 7(2), 115-158.								valid_species	yes
Cervidae	NA	gen._dicranius	NA	now	NA	NA	invalid	invalid	invalid							genera not mentioned	invalid	invalid
Cervidae	Cervidae	Haploidoceros_mediterraneus	Haploidoceros_mediterraneus	now	Croitor; R.; Bonifay; M. F.; & Brugal; J. P. (2008). Systematic revision of the endemic deerHaploidoceros n. gen. mediterraneus (Bonifay; 1967)(Mammalia; Cervidae) from the Middle Pleistocene of Southern France. Pal蘝ontologische Zeitschrift; 82(3); 325-346.	2008	 	 	 								valid_species	yes
Cervidae	Cervidae	Heteroprox_anatoliensis	Heteroprox_anatoliensis	now	R苔ssner; G. E. (2010). Systematics and palaeoecology of Ruminantia (Artiodactyla; Mammalia) from the Miocene of Sandelzhausen (southern Germany; northern Alpine Foreland basin). Pal蘝ontologische Zeitschrift; 84(1); 123-162.	2010	1	indirect	Gentry, A. W. (1994). The Miocene differentiation of old world Pecora (Mammalia). Historical Biology, 7(2), 115-158.								valid_species	yes
Cervidae	Cervidae	Heteroprox_eggeri	Heteroprox_eggeri	now	R苔ssner; G. E. (2010). Systematics and palaeoecology of Ruminantia (Artiodactyla; Mammalia) from the Miocene of Sandelzhausen (southern Germany; northern Alpine Foreland basin). Pal蘝ontologische Zeitschrift; 84(1); 123-162.	2010	1	direct	Rössner, G. E. (2010). Systematics and palaeoecology of Ruminantia (Artiodactyla, Mammalia) from the Miocene of Sandelzhausen (southern Germany, northern Alpine Foreland basin). Paläontologische Zeitschrift, 84(1), 123-162.								valid_species	yes
Cervidae	Cervidae	Heteroprox_larteti	Heteroprox_larteti	now	R苔ssner; G. E. (2010). Systematics and palaeoecology of Ruminantia (Artiodactyla; Mammalia) from the Miocene of Sandelzhausen (southern Germany; northern Alpine Foreland basin). Pal蘝ontologische Zeitschrift; 84(1); 123-162.	2010	1	direct	Rössner, G. E. (2010). Systematics and palaeoecology of Ruminantia (Artiodactyla, Mammalia) from the Miocene of Sandelzhausen (southern Germany, northern Alpine Foreland basin). Paläontologische Zeitschrift, 84(1), 123-162.								valid_species	yes
Cervidae	Cervidae	Heteroprox_moralesi	Heteroprox_moralesi	now	R苔ssner; G. E. (2010). Systematics and palaeoecology of Ruminantia (Artiodactyla; Mammalia) from the Miocene of Sandelzhausen (southern Germany; northern Alpine Foreland basin). Pal蘝ontologische Zeitschrift; 84(1); 123-162.	2010	1	indirect	Gentry, A. W. (1994). The Miocene differentiation of old world Pecora (Mammalia). Historical Biology, 7(2), 115-158.								valid_species	yes
Cervidae	Cervidae	Hippocamelus_bisulcus	Hippocamelus_bisulcus	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Cervidae	Cervidae	Hydropotes_inermis	Hydropotes_inermis	now	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	1	indirect	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.								valid_species	yes
Cervidae	Cervidae	Hydropotes_inermis	Hydropotes_inermis	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	1	indirect	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.								valid_species	yes
Cervidae	Cervidae	Lagomeryx_colberti	Lagomeryx_colberti	now	Suraprasit; K.; Chaimanee; Y.; Bocherens; H.; Chavasseau; O.; & Jaeger; J. J. (2014). Systematics and phylogeny of middle Miocene Cervidae (Mammalia) from Mae Moh Basin (Thailand) and a paleoenvironmental estimate using enamel isotopy of sympatric herbivore species. Journal of Vertebrate Paleontology; 34(1); 179-194.	2014	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.								valid_species	yes
Cervidae	Cervidae	Lagomeryx_complicidens	Lagomeryx_complicidens	now	Suraprasit; K.; Chaimanee; Y.; Bocherens; H.; Chavasseau; O.; & Jaeger; J. J. (2014). Systematics and phylogeny of middle Miocene Cervidae (Mammalia) from Mae Moh Basin (Thailand) and a paleoenvironmental estimate using enamel isotopy of sympatric herbivore species. Journal of Vertebrate Paleontology; 34(1); 179-194.	2014	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.								valid_species	yes
Cervidae	Cervidae	Lagomeryx_meyeri	Lagomeryx_meyeri	now	Gentry; A. W. (1994). The Miocene differentiation of old world Pecora (Mammalia). Historical Biology; 7(2); 115-158.	1994	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.								valid_species	yes
Cervidae	Cervidae	Lagomeryx_minimus	Euprox_minimus	now	Based on J. L. Cantalapiedra advising. Please check Supplementary file 1		1	indirect	Gentry, A. W. (1994). The Miocene differentiation of old world Pecora (Mammalia). Historical Biology, 7(2), 115-158.								synonymized	yes
Cervidae	Cervidae	Lagomeryx_parvulus	Lagomeryx_parvulus	now	Suraprasit; K.; Chaimanee; Y.; Bocherens; H.; Chavasseau; O.; & Jaeger; J. J. (2014). Systematics and phylogeny of middle Miocene Cervidae (Mammalia) from Mae Moh Basin (Thailand) and a paleoenvironmental estimate using enamel isotopy of sympatric herbivore species. Journal of Vertebrate Paleontology; 34(1); 179-194.	2014	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.								valid_species	yes
Cervidae	Cervidae	Lagomeryx_primaevus	Lagomeryx_primaevus	now	Suraprasit; K.; Chaimanee; Y.; Bocherens; H.; Chavasseau; O.; & Jaeger; J. J. (2014). Systematics and phylogeny of middle Miocene Cervidae (Mammalia) from Mae Moh Basin (Thailand) and a paleoenvironmental estimate using enamel isotopy of sympatric herbivore species. Journal of Vertebrate Paleontology; 34(1); 179-194.	2014	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.								valid_species	yes
Cervidae	Cervidae	Lagomeryx_pumilio	Lagomeryx_pumilio	now	Suraprasit; K.; Chaimanee; Y.; Bocherens; H.; Chavasseau; O.; & Jaeger; J. J. (2014). Systematics and phylogeny of middle Miocene Cervidae (Mammalia) from Mae Moh Basin (Thailand) and a paleoenvironmental estimate using enamel isotopy of sympatric herbivore species. Journal of Vertebrate Paleontology; 34(1); 179-194.	2014	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.								valid_species	yes
Cervidae	Cervidae	Lagomeryx_ruetimeyeri	Lagomeryx_ruetimeyeri	now	Suraprasit; K.; Chaimanee; Y.; Bocherens; H.; Chavasseau; O.; & Jaeger; J. J. (2014). Systematics and phylogeny of middle Miocene Cervidae (Mammalia) from Mae Moh Basin (Thailand) and a paleoenvironmental estimate using enamel isotopy of sympatric herbivore species. Journal of Vertebrate Paleontology; 34(1); 179-194.	2014	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.								valid_species	yes
Cervidae	NA	Lagomeryx_satensis	Lagomeryx_satensis	now	NA	NA	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.						there seems to be no discussion record of this species; other than the description		no_literature	yes
Cervidae	Cervidae	Lagomeryx_triacuminatus	Lagomeryx_triacuminatus	now	Suraprasit; K.; Chaimanee; Y.; Bocherens; H.; Chavasseau; O.; & Jaeger; J. J. (2014). Systematics and phylogeny of middle Miocene Cervidae (Mammalia) from Mae Moh Basin (Thailand) and a paleoenvironmental estimate using enamel isotopy of sympatric herbivore species. Journal of Vertebrate Paleontology; 34(1); 179-194.	2014	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.								valid_species	yes
Cervidae	Cervidae	Lagomeryx_tsaidamensis	Lagomeryx_tsaidamensis	now	Suraprasit; K.; Chaimanee; Y.; Bocherens; H.; Chavasseau; O.; & Jaeger; J. J. (2014). Systematics and phylogeny of middle Miocene Cervidae (Mammalia) from Mae Moh Basin (Thailand) and a paleoenvironmental estimate using enamel isotopy of sympatric herbivore species. Journal of Vertebrate Paleontology; 34(1); 179-194.	2014	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.								valid_species	yes
Cervidae	NA	Lagomeryx_vallesensis	Lagomeryx_vallesensis	now	Sytchevskaya; E. K.; & Popov; S. V. (2005). Biogeography of the Northern Peri-Tethys from the Late Eocene to the Early Miocene. Paleontological Journal; 39(1); S1-S54.	2005	1	indirect	Janis, C. M., & Scott, K. M. (1987). The interrelationships of higher ruminant families: with special emphasis on the members of the Cervoidea. American Museum novitates; no. 2893.								valid_species	yes
Cervidae	Cervidae	Libralces_gallicus	Cervalces_gallicus	pbdb	Breda; M.; & Marchetti; M. (2005). Systematical and biochronological review of Plio-Pleistocene Alceini (Cervidae; Mammalia) from Eurasia. Quaternary Science Reviews; 24(5-6); 775-805.	2005	 	 	 								synonymized	yes
Cervidae	Cervidae	Libralces_gallicus	Cervalces_gallicus	now	Breda; M.; & Marchetti; M. (2005). Systematical and biochronological review of Plio-Pleistocene Alceini (Cervidae; Mammalia) from Eurasia. Quaternary Science Reviews; 24(5-6); 775-805.	2005	 	 	 								synonymized	yes
Cervidae	Cervidae	Lucentia_iberica	Lucentia_iberica	now	Azanza; B.; R苔ssner; G. E.; & Ortiz-Jaureguizar; E. (2013). The early Turolian (late Miocene) Cervidae (Artiodactyla; Mammalia) from the fossil site of Dorn-D蘝rkheim 1 (Germany) and implications on the origin of crown cervids. Palaeobiodiversity and Palaeoenvironments; 93(2); 217-258.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Lucentia_iberica	Lucentia_iberica	pbdb	Azanza; B.; R苔ssner; G. E.; & Ortiz-Jaureguizar; E. (2013). The early Turolian (late Miocene) Cervidae (Artiodactyla; Mammalia) from the fossil site of Dorn-D蘝rkheim 1 (Germany) and implications on the origin of crown cervids. Palaeobiodiversity and Palaeoenvironments; 93(2); 217-258.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Lucentia_pierensis	Lucentia_pierensis	now	Azanza; B.; R苔ssner; G. E.; & Ortiz-Jaureguizar; E. (2013). The early Turolian (late Miocene) Cervidae (Artiodactyla; Mammalia) from the fossil site of Dorn-D蘝rkheim 1 (Germany) and implications on the origin of crown cervids. Palaeobiodiversity and Palaeoenvironments; 93(2); 217-258.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Mazama_americana	Mazama_americana	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Cervidae	NA	Mazama_andina	Mazama_andina	pbdb	NA	NA	 	 	 						there seems to be no discussion record of this species; other than the description		no_literature	yes
Cervidae	Cervidae	Mazama_gouazoubira	Mazama_gouazoubira	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Cervidae	Cervidae	Megaceroides_obscurus	Praemegaceros_obscurus	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								synonymized	yes
Cervidae	Cervidae	Megaceroides_solihacus	Praemegaceros_solilhacus	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								synonymized	yes
Cervidae	Cervidae	Megaloceros_cazioti	Praemegaceros_cazioti	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								synonymized	yes
Cervidae	Cervidae	Megaloceros_dawkinsi	Praemegaceros_dawkinsi	pbdb	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								synonymized	yes
Cervidae	Cervidae	Megaloceros_euryceros	Megaloceros_giganteus	pbdb	Carotenuto; F. (2009) The Plio-Holocene Large Mammals of the Werstern Eurasia: Macroecological and Evolutionary Analyses of the Faunas. Dottorato in Scienze della Terra; Geologia del Sedimentario XXII Ciclo download at: https://core.ac.uk/download/pdf/11915932.pdf	2009	 	 	 								synonymized	yes
Cervidae	Cervidae	Megaloceros_giganteus	Megaloceros_giganteus	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Megaloceros_giganteus	Megaloceros_giganteus	pbdb	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								valid_species	yes
Cervidae	Cervidae	Megaloceros_luochuanensis	Sinomegaceros_luochuanensis	pbdb	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								synonymized	yes
Cervidae	Cervidae	Megaloceros_obscurus	Praemegaceros_obscurus	pbdb	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								synonymized	yes
Cervidae	Cervidae	Megaloceros_ordosianus	Sinomegaceros_ordosianus	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								synonymized	yes
Cervidae	Cervidae	Megaloceros_pachyosteus	Sinomegaceros_pachyosteus	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								synonymized	yes
Cervidae	Cervidae	Megaloceros_savini	Praedama_savini	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								synonymized	yes
Cervidae	Cervidae	Megaloceros_savini	Praedama_savini	pbdb	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								synonymized	yes
Cervidae	Cervidae	Megaloceros_solilhacus	Praemegaceros_solilhacus	now	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								synonymized	yes
Cervidae	Cervidae	Megaloceros_solilhacus	Praemegaceros_solilhacus	pbdb	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								synonymized	yes
Cervidae	Cervidae	Megaloceros_verticornis	Praemegaceros_verticornis	pbdb	Vislobokova; I. A. (2013). Morphology; taxonomy; and phylogeny of megacerines (Megacerini; Cervidae; Artiodactyla). Paleontological Journal; 47(8); 833-950.	2013	 	 	 								synonymized	yes
Cervidae	Cervidae	Metacervoceros_rhenanus	Rusa_rhenana	now	Carotenuto; F. (2009) The Plio-Holocene Large Mammals of the Werstern Eurasia: Macroecological and Evolutionary Analyses of the Faunas. Dottorato in Scienze della Terra; Geologia del Sedimentario XXII Ciclo download at: https://core.ac.uk/download/pdf/11915932.pdf	2009	 	 	 								synonymized	yes
Cervidae	Cervidae	Metacervocerus_pardinensis	Rusa_rhenana	now	Carotenuto; F. (2009) The Plio-Holocene Large Mammals of the Werstern Eurasia: Macroecological and Evolutionary Analyses of the Faunas. Dottorato in Scienze della Terra; Geologia del Sedimentario XXII Ciclo download at: https://core.ac.uk/download/pdf/11915932.pdf	2009	 	 	 								synonymized	yes
Cervidae	Cervidae	Metacervulus_astylodon	Metacervulus_astylodon	pbdb	Kubo; M. O.; Fujita; M.; MATSU壽猆RA; S. H. U. J. I.; Kondo; M.; & Suwa; G. (2011). Mortality profiles of late Pleistocene deer remains of Okinawa Island: evidence from the Hananda-Gama cave and Yamashita-cho cave I sites. Anthropological Science; 119(2); 183-201.	2011	 	 	 								valid_species	yes
Cervidae	NA	Metacervulus_attenuatus	Metacervulus_attenuatus	pbdb	NA	NA	 	 	 						there seems to be no discussion record of this species; other than the description		no_literature	yes
Cervidae	Cervidae	Metacervulus_bidens	Metacervulus_bidens	now	Xue; X.; Zhang; Y.; & Yue; L. (2006). Paleoenvironments indicated by the fossil mammalian assemblages from red clay-loess sequence in the Chinese Loess Plateau since 8.0 Ma BP. Science in China Series D: Earth Sciences; 49(5); 518-530.	2006	 	 	 								valid_species	yes
Cervidae	Cervidae	Metacervulus_brevis	Metacervulus_brevis	now	Xue; X.; Zhang; Y.; & Yue; L. (2006). Paleoenvironments indicated by the fossil mammalian assemblages from red clay-loess sequence in the Chinese Loess Plateau since 8.0 Ma BP. Science in China Series D: Earth Sciences; 49(5); 518-530.	2006	 	 	 								valid_species	yes
Cervidae	Cervidae	Metacervulus_capreolinus	Metacervulus_capreolinus	now	Dong; W. (1993). The fossil records of deer in China. In Deer of China. Ecology and management. Proceedings of the International Symposium on Deer of China held in Shanghai; China; 21壽� November 1992 (pp. 95-102).	1993	 	 	 								valid_species	yes
Cervidae	Cervidae	Metacervulus_capreolinus	Metacervulus_capreolinus	pbdb	Dong; W. (1993). The fossil records of deer in China. In Deer of China. Ecology and management. Proceedings of the International Symposium on Deer of China held in Shanghai; China; 21壽� November 1992 (pp. 95-102).	1993	 	 	 								valid_species	yes
Cervidae	Cervidae	Metacervulus_lepidus	Metacervulus_lepidus	now	Dong; W. (1993). The fossil records of deer in China. In Deer of China. Ecology and management. Proceedings of the International Symposium on Deer of China held in Shanghai; China; 21壽� November 1992 (pp. 95-102).	1993	 	 	 								valid_species	yes
Cervidae	Cervidae	Metacervulus_mongoliensis	Metacervulus_mongoliensis	now	Sen; S.; Blieck; A.; Bouvrain; G.; Brunet; M.; Geraads; D.; Heintz; E.; & Koufos; G. D. (1997). Late Miocene mammals from Taghar; Khurdkabul Basin; Afghanistan. In Annales de Pal泰ontologie (Vol. 83; No. 3; pp. 233-266).	1997	 	 	 								valid_species	yes
Cervidae	Cervidae	Morenelaphus_azpeitianus	Morenelaphus_brachyceros	pbdb	P袒go; F. B. (2014). Revis蹋o taxon太mica de Morenelaphus Carette; 1922 (Cetartiodactyla; Cervidae): uma abordagem morfol蘝gica dent塘ria (Doctoral dissertation; Universidade Federal do Estado do Rio de Janeiro).	2014	 	 	 								synonymized	yes
Cervidae	Cervidae	Morenelaphus_brachyceros	Morenelaphus_brachyceros	pbdb	P袒go; F. B. (2014). Revis蹋o taxon太mica de Morenelaphus Carette; 1922 (Cetartiodactyla; Cervidae): uma abordagem morfol蘝gica dent塘ria (Doctoral dissertation; Universidade Federal do Estado do Rio de Janeiro).	2014	 	 	 								valid_species	yes
Cervidae	Cervidae	Morenelaphus_lujanensis	Morenelaphus_brachyceros	pbdb	P袒go; F. B. (2014). Revis蹋o taxon太mica de Morenelaphus Carette; 1922 (Cetartiodactyla; Cervidae): uma abordagem morfol蘝gica dent塘ria (Doctoral dissertation; Universidade Federal do Estado do Rio de Janeiro).	2014	 	 	 								synonymized	yes
Cervidae	Moschidae	Moschus_grandaevus	Moschus_grandaevus	now	Vislobokova; I. A.; & Lavrov; A. V. (2009). The earliest musk deer of the genus Moschus and their significance in clarifying of evolution and relationships of the family Moschidae. Paleontological Journal; 43(3); 326-338.	2009	1	indirect	Gentry, A. W. (1994). The Miocene differentiation of old world Pecora (Mammalia). Historical Biology, 7(2), 115-158.								valid_species	yes
Cervidae	Moschidae	Moschus_moschiferus var. pekinensis	Moschus_moschiferus	now	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	1	indirect	Gentry, A. W. (1994). The Miocene differentiation of old world Pecora (Mammalia). Historical Biology, 7(2), 115-158.								synonymized	yes
Cervidae	Moschidae	Moschus_moschiferus	Moschus_moschiferus	now	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	1	indirect	Gentry, A. W. (1994). The Miocene differentiation of old world Pecora (Mammalia). Historical Biology, 7(2), 115-158.								valid_species	yes
Cervidae	Cervidae	Muntiacus_bohlini	Muntiacus_bohlini	now	Dong; W. (1993). The fossil records of deer in China. In Deer of China. Ecology and management. Proceedings of the International Symposium on Deer of China held in Shanghai; China; 21壽� November 1992 (pp. 95-102).	1993	 	 	 								valid_species	yes
Cervidae	Cervidae	Muntiacus_hengduanshanensis	Muntiacus_hengduanshanensis	now	Dong; W.; Pan; Y.; & Liu; J. (2004). The earliest Muntiacus (Artiodactyla; Mammalia) from the Late Miocene of Yuanmou; southwestern China. Comptes Rendus Palevol; 3(5); 379-386.	2004	 	 	 								valid_species	yes
Cervidae	Cervidae	Muntiacus_lacustris	Muntiacus_lacustris	now	Dong; W. (1993). The fossil records of deer in China. In Deer of China. Ecology and management. Proceedings of the International Symposium on Deer of China held in Shanghai; China; 21壽� November 1992 (pp. 95-102).	1993	 	 	 								valid_species	yes
Cervidae	Cervidae	Muntiacus_lacustris	Muntiacus_lacustris	pbdb	Dong; W. (1993). The fossil records of deer in China. In Deer of China. Ecology and management. Proceedings of the International Symposium on Deer of China held in Shanghai; China; 21壽� November 1992 (pp. 95-102).	1993	 	 	 								valid_species	yes
Cervidae	Cervidae	Muntiacus_leilaoensis	Muntiacus_leilaoensis	now	Dong; W.; Pan; Y.; & Liu; J. (2004). The earliest Muntiacus (Artiodactyla; Mammalia) from the Late Miocene of Yuanmou; southwestern China. Comptes Rendus Palevol; 3(5); 379-386.	2004	 	 	 								valid_species	yes
Cervidae	NA	Muntiacus_muntiacus	Muntiacus_muntjak	pbdb	assumed		 	 	 								typo	yes
Cervidae	Cervidae	Muntiacus_muntjac	Muntiacus_muntjak	now	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 							considered a typo	typo	yes
Cervidae	Cervidae	Muntiacus_muntjac	Muntiacus_muntjak	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 							considered a typo	typo	yes
Cervidae	Cervidae	Muntiacus_muntjak	Muntiacus_muntjak	now	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Cervidae	Cervidae	Muntiacus_muntjak	Muntiacus_muntjak	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Cervidae	Cervidae	Muntiacus_nanus	Muntiacus_nanus	pbdb	Dong; W. (1993). The fossil records of deer in China. In Deer of China. Ecology and management. Proceedings of the International Symposium on Deer of China held in Shanghai; China; 21壽� November 1992 (pp. 95-102).	1993	 	 	 								valid_species	yes
Cervidae	Cervidae	Muntiacus_pliocaenicus	Muntiacus_pliocaenicus	pbdb	Vislobokova; I. A. (2008). The major stages in the evolution of artiodactyl communities from the Pliocene-early Middle Pleistocene of northern Eurasia: Part 1. Paleontological Journal; 42(3); 297-312.	2008	 	 	 								valid_species	yes
Cervidae	Cervidae	Muntiacus_polonicus	Muntiacus_polonicus	now	Croitor; R. (2009). Early Pliocene deer of Central and Eastern European regions and inferred phylogenetic relationships. Palaeontographica Abteilung A; 1-39.	2009	 	 	 								valid_species	yes
Cervidae	Cervidae	Muntiacus_polonicus	Muntiacus_polonicus	pbdb	Croitor; R. (2009). Early Pliocene deer of Central and Eastern European regions and inferred phylogenetic relationships. Palaeontographica Abteilung A; 1-39.	2009	 	 	 								valid_species	yes
Cervidae	Cervidae	Muntiacus_reevesi	Muntiacus_reevesi	pbdb	Groves; C.; & Grubb; P. (2011). Ungulate taxonomy. JHU Press.	2011	 	 	 								valid_species	yes
Cervidae	Cervidae	Muntiacus_szechuanensis	Muntiacus_szechuanensis	now	Dong; W.; Pan; Y.; & Liu; J. (2004). The earliest Muntiacus (Artiodactyla; Mammalia) from the Late Miocene of Yuanmou; southwestern China. Comptes Rendus Palevol; 3(5); 379-386.	2004	 	 	 								valid_species	yes
Cervidae	Cervidae	Navahoceros_fricki	Navahoceros_fricki	pbdb	Webb; S. D. (1991; January). A cranium of Navahoceros and its phylogenetic place among New World Cervidae. In Annales Zoologici Fennici (pp. 401-410). Finnish Zoological Publishing Board; formed by the Finnish Academy of Sciences; Societas Biologica Fennica Vanamo; Societas pro Fauna et Flora Fennica; and Societas Scientiarum Fennica.	1991	 	 	 								valid_species	yes
Cervidae	Cervidae	Navahoceros_halli	Navahoceros_fricki	pbdb	PBDB review	NA	 	 	 								synonymized	yes
Cervidae	Cervidae	Navahoceros_lacruensis	Navahoceros_lascrucensis	now	PBDB review	NA	 	 	 								typo	yes
Cervidae	Cervidae	Navahoceros_lascrucensis	Navahoceros_lascrucensis	pbdb	PBDB review	NA	 	 	 								valid_species	yes
